,NAME,YEAR,EVENT_TYPE,DEATHS,INJURIES,DAMAGE_PROPERTY,TEMPERATURE,DATE
221,BOND,1950,Tornado,20.0,25.0,2500000.0,34.94,02-DEC-50 16:00:00
220,MADISON,1950,Tornado,0.0,0.0,2500000.0,34.94,02-DEC-50 16:00:00
141,AUSTIN,1950,Tornado,0.0,2.0,2500000.0,34.94,05-JUN-50 16:00:00
73,BURT,1950,Tornado,0.0,33.0,2500000.0,34.94,15-JUL-50 17:30:00
52,ST. LOUIS,1950,Tornado,0.0,3.0,2500000.0,34.94,03-JAN-50 11:00:00
127,ALLEN,1950,Tornado,0.0,30.0,2500000.0,34.94,19-JUL-50 15:15:00
214,SCOTT,1950,Tornado,0.0,0.0,2500000.0,34.94,02-JUL-50 19:00:00
0,WASHITA,1950,Tornado,0.0,0.0,250000.0,34.94,28-APR-50 14:45:00
167,GOVE,1950,Tornado,0.0,0.0,250000.0,34.94,06-AUG-50 18:30:00
140,WASHINGTON,1950,Tornado,0.0,6.0,250000.0,34.94,05-JUN-50 15:55:00
345,HENNEPIN,1951,Tornado,50.0,40.0,25000000.0,34.43,20-JUL-51 21:00:00
304,SANTA CLARA,1951,Tornado,0.0,0.0,2500000.0,34.43,11-JAN-51 10:25:00
343,ANOKA,1951,Tornado,10.0,9.0,2500000.0,34.43,19-JUN-51 19:00:00
401,FULTON,1951,Tornado,0.0,2.0,2500000.0,34.43,21-JUN-51 20:00:00
400,PULASKI,1951,Tornado,0.0,2.0,2500000.0,34.43,21-JUN-51 19:50:00
488,LOGAN,1951,Tornado,10.0,15.0,2500000.0,34.43,27-JUN-51 20:45:00
487,LOGAN,1951,Tornado,0.0,35.0,2500000.0,34.43,27-JUN-51 19:30:00
342,MCLEOD,1951,Tornado,0.0,11.0,2500000.0,34.43,19-JUN-51 17:30:00
370,YOUNG,1951,Tornado,20.0,100.0,2500000.0,34.43,18-MAY-51 15:45:00
359,HANCOCK,1951,Tornado,0.0,5.0,2500000.0,34.43,28-APR-51 20:55:00
615,PETTIS,1952,Tornado,10.0,13.0,25000000.0,35.05,21-AUG-52 00:20:00
675,SWIFT,1952,Tornado,0.0,0.0,2500000.0,35.05,23-JUN-52 16:30:00
757,HARDEMAN,1952,Tornado,40.0,14.0,2500000.0,35.05,21-MAR-52 23:30:00
591,WOODRUFF,1952,Tornado,290.0,180.0,2500000.0,35.05,21-MAR-52 17:30:00
640,HENNEPIN,1952,Tornado,0.0,5.0,2500000.0,35.05,23-JUN-52 23:30:00
639,NICOLLET,1952,Tornado,0.0,0.0,2500000.0,35.05,23-JUN-52 22:00:00
638,BROWN,1952,Tornado,0.0,5.0,2500000.0,35.05,23-JUN-52 20:50:00
649,PEMISCOT,1952,Tornado,170.0,100.0,2500000.0,35.05,21-MAR-52 20:00:00
637,COTTONWOOD,1952,Tornado,0.0,0.0,2500000.0,35.05,23-JUN-52 20:30:00
727,ST. MARY,1952,Tornado,0.0,3.0,2500000.0,35.05,04-APR-52 03:30:00
892,WORCESTER,1953,Tornado,900.0,1228.0,250000000.0,38.68,09-JUN-53 14:25:00
1196,HOUSTON,1953,Tornado,180.0,300.0,25000000.0,38.68,30-APR-53 16:13:00
1106,MCLENNAN,1953,Tornado,1140.0,597.0,25000000.0,38.68,11-MAY-53 16:10:00
1114,LAPEER,1953,Tornado,0.0,59.0,25000000.0,38.68,08-JUN-53 20:15:00
938,GENESEE,1953,Tornado,1160.0,785.0,25000000.0,38.68,08-JUN-53 19:30:00
1021,CHAMPAIGN,1953,Tornado,0.0,5.0,25000000.0,38.68,09-APR-53 17:15:00
939,GENESEE,1953,Tornado,0.0,0.0,25000000.0,38.68,08-JUN-53 19:50:00
810,WARREN,1953,Tornado,380.0,270.0,25000000.0,38.68,05-DEC-53 17:45:00
1193,MUSCOGEE,1953,Tornado,20.0,300.0,25000000.0,38.68,18-APR-53 17:50:00
1022,VERMILION,1953,Tornado,10.0,5.0,25000000.0,38.68,09-APR-53 17:45:00
1850,CHATTAHOOCHEE,1954,Tornado,20.0,20.0,25000000.0,37.19,13-MAR-54 20:45:00
1317,LINCOLN,1954,Tornado,0.0,0.0,2500000.0,37.19,01-MAY-54 18:00:00
1318,CREEK,1954,Tornado,0.0,0.0,2500000.0,37.19,01-MAY-54 18:00:00
1315,POTTAWATOMIE,1954,Tornado,0.0,0.0,2500000.0,37.19,01-MAY-54 18:00:00
1316,LINCOLN,1954,Tornado,0.0,65.0,2500000.0,37.19,01-MAY-54 18:00:00
1500,JONES,1954,Tornado,0.0,25.0,2500000.0,37.19,28-DEC-54 18:00:00
1664,MADISON,1954,Tornado,0.0,2.0,2500000.0,37.19,28-MAR-54 16:50:00
1851,TAYLOR,1954,Tornado,0.0,10.0,2500000.0,37.19,13-MAR-54 21:20:00
1369,YATES,1954,Tornado,0.0,0.0,2500000.0,37.19,14-JUL-54 16:30:00
1313,HUGHES,1954,Tornado,0.0,6.0,2500000.0,37.19,01-MAY-54 18:00:00
2008,KAY,1955,Tornado,200.0,280.0,25000000.0,33.49,25-MAY-55 21:26:00
3075,DU PAGE,1955,Tornado,0.0,3.0,2500000.0,33.49,28-APR-55 21:05:00
2535,LYON,1955,Tornado,10.0,13.0,2500000.0,33.49,07-JUL-55 15:00:00
1952,DARKE,1955,Tornado,0.0,1.0,2500000.0,33.49,15-NOV-55 19:30:00
3150,BIBB,1955,Tornado,0.0,2.0,2500000.0,33.49,21-MAY-55 13:30:00
3151,JONES,1955,Tornado,0.0,0.0,2500000.0,33.49,21-MAY-55 13:30:00
2492,MORGAN,1955,Tornado,50.0,20.0,2500000.0,33.49,24-APR-55 05:45:00
2827,FANNIN,1955,Tornado,0.0,0.0,2500000.0,33.49,06-APR-55 03:00:00
3211,KANE,1955,Tornado,0.0,0.0,2500000.0,33.49,28-APR-55 21:00:00
2824,GRAYSON,1955,Tornado,10.0,27.0,2500000.0,33.49,06-APR-55 02:30:00
1865,CASS,1955,Hail,0.0,0.0,0.0,33.49,22-SEP-55 16:10:00
2801,ANDERSON,1955,Hail,0.0,0.0,0.0,33.49,26-MAY-55 21:30:00
2793,HALL,1955,Hail,0.0,0.0,0.0,33.49,25-MAY-55 16:00:00
2792,HALL,1955,Hail,0.0,0.0,0.0,33.49,25-MAY-55 16:00:00
2770,CANADIAN,1955,Hail,0.0,0.0,0.0,33.49,27-JUN-55 20:30:00
2769,MCCLAIN,1955,Hail,0.0,0.0,0.0,33.49,27-JUN-55 16:00:00
2768,KINGFISHER,1955,Hail,0.0,0.0,0.0,33.49,23-JUN-55 16:30:00
2762,CARTER,1955,Hail,0.0,0.0,0.0,33.49,18-JUN-55 00:28:00
2758,nan,1955,Hail,0.0,0.0,0.0,33.49,06-APR-55 14:20:00
2754,YORK,1955,Hail,0.0,0.0,0.0,33.49,12-JUN-55 12:30:00
1867,CHILTON,1955,Thunderstorm,0.0,0.0,0.0,33.49,10-JUN-55 15:00:00
2774,GARVIN,1955,Thunderstorm,0.0,0.0,0.0,33.49,15-JUL-55 15:30:00
2867,KINGFISHER,1955,Thunderstorm,0.0,0.0,0.0,33.49,17-JUN-55 18:30:00
2862,OKLAHOMA,1955,Thunderstorm,0.0,0.0,0.0,33.49,16-JUN-55 00:08:00
2860,OKLAHOMA,1955,Thunderstorm,0.0,0.0,0.0,33.49,15-JUN-55 23:55:00
2850,PUEBLO,1955,Thunderstorm,0.0,0.0,0.0,33.49,15-AUG-55 16:40:00
2846,DALLAS,1955,Thunderstorm,0.0,0.0,0.0,33.49,14-MAY-55 18:50:00
2843,SMITH,1955,Thunderstorm,0.0,0.0,0.0,33.49,15-MAY-55 18:39:00
2841,TERRELL,1955,Thunderstorm,0.0,0.0,0.0,33.49,15-MAY-55 18:15:00
2838,WOOD,1955,Thunderstorm,0.0,0.0,0.0,33.49,15-MAY-55 17:00:00
4980,WALKER,1956,Tornado,0.0,0.0,2500000.0,34.68,18-FEB-56 00:30:00
4642,COWLEY,1956,Tornado,10.0,6.0,2500000.0,34.68,02-APR-56 21:45:00
4763,WASHINGTON,1956,Tornado,0.0,12.0,2500000.0,34.68,03-APR-56 17:45:00
4748,SHELBY,1956,Tornado,0.0,0.0,2500000.0,34.68,25-FEB-56 05:50:00
3982,VAN BUREN,1956,Tornado,0.0,9.0,2500000.0,34.68,03-APR-56 18:15:00
4688,BROWARD,1956,Tornado,0.0,20.0,2500000.0,34.68,10-APR-56 17:48:00
4685,HENDERSON,1956,Tornado,30.0,60.0,2500000.0,34.68,03-APR-56 16:45:00
3985,VAN BUREN,1956,Tornado,0.0,0.0,2500000.0,34.68,03-APR-56 18:39:00
3414,LINCOLN,1956,Tornado,0.0,30.0,2500000.0,34.68,02-APR-56 21:33:00
3986,ALLEGAN,1956,Tornado,0.0,3.0,2500000.0,34.68,03-APR-56 18:45:00
3284,WALKER,1956,Hail,0.0,0.0,0.0,34.68,07-MAR-56 05:50:00
4262,UNION,1956,Hail,0.0,0.0,0.0,34.68,29-MAY-56 09:05:00
4357,nan,1956,Hail,0.0,0.0,0.0,34.68,12-AUG-56 21:00:00
4354,JENNINGS,1956,Hail,0.0,0.0,0.0,34.68,15-SEP-56 07:30:00
4353,WELLS,1956,Hail,0.0,0.0,0.0,34.68,29-AUG-56 21:50:00
4336,COSHOCTON,1956,Hail,0.0,0.0,0.0,34.68,31-AUG-56 13:42:00
4333,MADISON,1956,Hail,0.0,0.0,0.0,34.68,14-AUG-56 01:00:00
4327,HIDALGO,1956,Hail,0.0,0.0,0.0,34.68,02-MAY-56 19:00:00
4323,HORRY,1956,Hail,0.0,0.0,0.0,34.68,20-MAY-56 15:00:00
4308,ELLIS,1956,Hail,0.0,0.0,0.0,34.68,01-JUL-56 18:00:00
3278,HEMPSTEAD,1956,Thunderstorm,0.0,0.0,0.0,34.68,19-JUL-56 14:27:00
4422,CHAMPAIGN,1956,Thunderstorm,0.0,0.0,0.0,34.68,29-APR-56 00:45:00
4428,LEE,1956,Thunderstorm,0.0,0.0,0.0,34.68,29-MAY-56 15:15:00
4429,LOGAN,1956,Thunderstorm,0.0,0.0,0.0,34.68,29-MAY-56 17:21:00
4433,NEMAHA,1956,Thunderstorm,0.0,0.0,0.0,34.68,05-JUL-56 14:00:00
4435,THOMAS,1956,Thunderstorm,0.0,0.0,0.0,34.68,16-MAR-56 09:30:00
4436,FULTON,1956,Thunderstorm,0.0,0.0,0.0,34.68,06-APR-56 11:00:00
4437,FLOYD,1956,Thunderstorm,0.0,0.0,0.0,34.68,10-APR-56 19:10:00
4440,FULTON,1956,Thunderstorm,0.0,0.0,0.0,34.68,15-APR-56 18:14:00
4443,ORANGEBURG,1956,Thunderstorm,0.0,0.0,0.0,34.68,20-FEB-56 06:50:00
5391,CASS,1957,Tornado,100.0,103.0,25000000.0,35.47,20-JUN-57 18:40:00
6060,ST. FRANCOIS,1957,Tornado,80.0,49.0,25000000.0,35.47,21-MAY-57 16:25:00
6059,ST. FRANCOIS,1957,Tornado,0.0,0.0,25000000.0,35.47,21-MAY-57 16:15:00
6148,WASHINGTON,1957,Tornado,0.0,1.0,25000000.0,35.47,21-MAY-57 15:45:00
5920,SMITH,1957,Tornado,0.0,6.0,2500000.0,35.47,26-APR-57 08:00:00
6511,MIAMI,1957,Tornado,40.0,20.0,2500000.0,35.47,20-MAY-57 19:00:00
5899,HALE,1957,Tornado,0.0,0.0,2500000.0,35.47,21-APR-57 18:15:00
5900,HALE,1957,Tornado,0.0,0.0,2500000.0,35.47,21-APR-57 18:20:00
5901,LAMB,1957,Tornado,0.0,0.0,2500000.0,35.47,21-APR-57 18:30:00
5902,LAMB,1957,Tornado,0.0,0.0,2500000.0,35.47,21-APR-57 18:35:00
4981,ANTELOPE,1957,Hail,0.0,0.0,0.0,35.47,07-JUL-57 21:00:00
6282,BAY,1957,Hail,0.0,0.0,0.0,35.47,24-MAR-57 04:15:00
6362,WARREN,1957,Hail,0.0,0.0,0.0,35.47,07-JUL-57 17:30:00
6361,WARREN,1957,Hail,0.0,0.0,0.0,35.47,07-JUL-57 17:30:00
6360,HUNTINGTON,1957,Hail,0.0,0.0,0.0,35.47,06-JUL-57 14:45:00
6358,GRANT,1957,Hail,0.0,0.0,0.0,35.47,06-JUL-57 14:30:00
6319,WASHINGTON,1957,Hail,0.0,0.0,0.0,35.47,16-JUN-57 14:10:00
6317,NOLAN,1957,Hail,0.0,0.0,0.0,35.47,26-APR-57 12:45:00
6308,BRAZOS,1957,Hail,0.0,0.0,0.0,35.47,20-MAR-57 21:34:00
6306,WASHINGTON,1957,Hail,0.0,0.0,0.0,35.47,20-MAR-57 20:12:00
4988,nan,1957,Thunderstorm,0.0,0.0,0.0,35.47,31-JUL-57 15:00:00
6347,ORANGE,1957,Thunderstorm,0.0,0.0,0.0,35.47,24-AUG-57 14:00:00
6416,HALE,1957,Thunderstorm,0.0,0.0,0.0,35.47,31-MAY-57 20:25:00
6417,HALE,1957,Thunderstorm,0.0,0.0,0.0,35.47,31-MAY-57 20:25:00
6418,LITTLE RIVER,1957,Thunderstorm,0.0,0.0,0.0,35.47,22-MAY-57 00:30:00
6419,nan,1957,Thunderstorm,0.0,0.0,0.0,35.47,25-MAY-57 19:00:00
6421,OTTAWA,1957,Thunderstorm,0.0,0.0,0.0,35.47,06-JUN-57 16:05:00
6425,TUSCARAWAS,1957,Thunderstorm,0.0,0.0,0.0,35.47,13-JUN-57 16:00:00
6427,NUECES,1957,Thunderstorm,0.0,0.0,0.0,35.47,20-APR-57 02:20:00
6434,NAVARRO,1957,Thunderstorm,0.0,0.0,0.0,35.47,20-APR-57 16:30:00
9053,DUNN,1958,Tornado,0.0,0.0,25000000.0,33.75,04-JUN-58 17:52:00
9052,DUNN,1958,Tornado,200.0,54.0,25000000.0,33.75,04-JUN-58 17:52:00
9051,ST. CROIX,1958,Tornado,10.0,20.0,25000000.0,33.75,04-JUN-58 17:30:00
7329,NESHOBA,1958,Tornado,0.0,10.0,2500000.0,33.75,26-FEB-58 19:30:00
9187,BUTLER,1958,Tornado,150.0,5.0,2500000.0,33.75,10-JUN-58 17:45:00
9055,CHIPPEWA,1958,Tornado,0.0,3.0,2500000.0,33.75,04-JUN-58 19:00:00
9056,EAU CLAIRE,1958,Tornado,40.0,3.0,2500000.0,33.75,04-JUN-58 19:30:00
9057,CLARK,1958,Tornado,0.0,0.0,2500000.0,33.75,04-JUN-58 20:06:00
7327,LEAKE,1958,Tornado,10.0,24.0,2500000.0,33.75,26-FEB-58 19:00:00
7313,SIMPSON,1958,Tornado,0.0,0.0,2500000.0,33.75,26-FEB-58 17:40:00
7165,SIOUX,1958,Hail,0.0,0.0,0.0,33.75,18-JUN-58 14:00:00
8765,HOCKLEY,1958,Hail,0.0,0.0,0.0,33.75,22-JUL-58 19:00:00
8580,POTTER,1958,Hail,0.0,0.0,0.0,33.75,12-MAY-58 15:17:00
8585,EL PASO,1958,Hail,0.0,0.0,0.0,33.75,15-MAY-58 15:55:00
8599,LOGAN,1958,Hail,0.0,0.0,0.0,33.75,05-APR-58 15:00:00
8600,CLINTON,1958,Hail,0.0,0.0,0.0,33.75,07-AUG-58 15:50:00
8602,OSCEOLA,1958,Hail,0.0,0.0,0.0,33.75,14-AUG-58 20:15:00
8603,POLK,1958,Hail,0.0,0.0,0.0,33.75,08-OCT-58 18:45:00
8604,GRAYSON,1958,Hail,0.0,0.0,0.0,33.75,25-APR-58 21:00:00
8605,HARRISON,1958,Hail,0.0,0.0,0.0,33.75,26-APR-58 16:15:00
7167,MIDDLESEX,1958,Thunderstorm,0.0,0.0,0.0,33.75,07-AUG-58 19:00:00
8862,CLINTON,1958,Thunderstorm,0.0,0.0,0.0,33.75,16-NOV-58 15:25:00
8676,EAST BATON ROUGE,1958,Thunderstorm,0.0,0.0,0.0,33.75,08-AUG-58 14:20:00
8677,ST. CHARLES,1958,Thunderstorm,0.0,0.0,0.0,33.75,12-AUG-58 15:30:00
8680,LINN,1958,Thunderstorm,0.0,0.0,0.0,33.75,08-OCT-58 19:00:00
8681,BUTLER,1958,Thunderstorm,0.0,0.0,0.0,33.75,17-NOV-58 19:47:00
8691,GRIMES,1958,Thunderstorm,0.0,0.0,0.0,33.75,27-APR-58 15:30:00
8696,MCLENNAN,1958,Thunderstorm,0.0,0.0,0.0,33.75,28-APR-58 18:30:00
8698,DALLAS,1958,Thunderstorm,0.0,0.0,0.0,33.75,29-APR-58 08:00:00
8699,KAUFMAN,1958,Thunderstorm,0.0,0.0,0.0,33.75,29-APR-58 10:00:00
9952,ST. LOUIS,1959,Tornado,100.0,170.0,25000000.0,34.48,10-FEB-59 01:40:00
9955,ST. LOUIS (C),1959,Tornado,110.0,175.0,25000000.0,34.48,10-FEB-59 02:10:00
10172,MIAMI-DADE,1959,Tornado,0.0,77.0,2500000.0,34.48,17-JUN-59 20:50:00
10665,ADAIR,1959,Tornado,0.0,1.0,2500000.0,34.48,10-MAY-59 13:00:00
10611,CARROLL,1959,Tornado,0.0,6.0,2500000.0,34.48,10-FEB-59 08:30:00
10906,BROWN,1959,Tornado,0.0,3.0,2500000.0,34.48,10-MAY-59 20:50:00
11040,COOKE,1959,Tornado,0.0,16.0,2500000.0,34.48,31-MAR-59 19:30:00
10784,TRAVIS,1959,Tornado,0.0,0.0,250000.0,34.48,10-MAY-59 15:20:00
10017,KNOX,1959,Tornado,10.0,2.0,250000.0,34.48,30-MAY-59 18:00:00
9599,MARSHALL,1959,Tornado,0.0,10.0,250000.0,34.48,31-MAR-59 20:50:00
9379,GREENE,1959,Hail,0.0,0.0,0.0,34.48,19-APR-59 17:00:00
10539,OBION,1959,Hail,0.0,0.0,0.0,34.48,19-APR-59 21:00:00
10579,RICE,1959,Hail,0.0,0.0,0.0,34.48,13-JUL-59 16:15:00
10576,OTTAWA,1959,Hail,0.0,0.0,0.0,34.48,12-JUL-59 19:20:00
10575,OTTAWA,1959,Hail,0.0,0.0,0.0,34.48,12-JUL-59 16:30:00
10574,WYANDOTTE,1959,Hail,0.0,0.0,0.0,34.48,11-JUN-59 15:50:00
10573,JOHNSON,1959,Hail,0.0,0.0,0.0,34.48,11-JUN-59 15:47:00
10569,GRAHAM,1959,Hail,0.0,0.0,0.0,34.48,11-JUN-59 01:25:00
10568,SHERIDAN,1959,Hail,0.0,0.0,0.0,34.48,05-JUN-59 17:30:00
10565,NESS,1959,Hail,0.0,0.0,0.0,34.48,02-JUN-59 18:15:00
9381,CHILDRESS,1959,Thunderstorm,0.0,0.0,0.0,34.48,04-MAY-59 18:35:00
10599,PLAQUEMINES,1959,Thunderstorm,0.0,0.0,0.0,34.48,01-APR-59 09:30:00
10551,HARRISON,1959,Thunderstorm,0.0,0.0,0.0,34.48,27-JUN-59 18:00:00
10552,CALHOUN,1959,Thunderstorm,0.0,0.0,0.0,34.48,27-JUN-59 22:00:00
10553,BUTLER,1959,Thunderstorm,0.0,0.0,0.0,34.48,28-JUN-59 01:30:00
10555,MONTGOMERY,1959,Thunderstorm,0.0,0.0,0.0,34.48,22-MAY-59 18:15:00
10556,ASHLAND,1959,Thunderstorm,0.0,0.0,0.0,34.48,12-JUN-59 16:15:00
10557,COSHOCTON,1959,Thunderstorm,0.0,0.0,0.0,34.48,12-JUN-59 20:30:00
10558,LICKING,1959,Thunderstorm,0.0,0.0,0.0,34.48,22-JUN-59 17:00:00
10564,BOURBON,1959,Thunderstorm,0.0,0.0,0.0,34.48,31-MAY-59 12:00:00
12038,SCHENECTADY,1960,Tornado,0.0,9.0,25000000.0,31.96,24-JUN-60 17:30:00
12172,WABAUNSEE,1960,Tornado,0.0,12.0,25000000.0,31.96,19-MAY-60 17:30:00
11721,BROWN,1960,Tornado,0.0,1.0,2500000.0,31.96,13-OCT-60 17:05:00
12724,HASKELL,1960,Tornado,30.0,6.0,2500000.0,31.96,05-MAY-60 19:10:00
11513,WHITE,1960,Tornado,0.0,3.0,2500000.0,31.96,06-MAY-60 14:00:00
12475,UNION,1960,Tornado,0.0,12.0,2500000.0,31.96,28-JUN-60 23:30:00
12650,SEQUOYAH,1960,Tornado,0.0,0.0,2500000.0,31.96,05-MAY-60 19:10:00
12894,CONWAY,1960,Tornado,10.0,24.0,2500000.0,31.96,06-MAY-60 01:00:00
11289,OKLAHOMA,1960,Tornado,0.0,57.0,2500000.0,31.96,28-APR-60 20:55:00
12173,SHAWNEE,1960,Tornado,10.0,91.0,2500000.0,31.96,19-MAY-60 17:47:00
11194,nan,1960,Hail,0.0,0.0,0.0,31.96,29-MAR-60 19:00:00
12311,WICHITA,1960,Hail,0.0,0.0,0.0,31.96,04-MAY-60 18:30:00
12398,BARTON,1960,Hail,0.0,0.0,0.0,31.96,26-JUL-60 17:30:00
12400,RAWLINS,1960,Hail,0.0,0.0,0.0,31.96,28-JUL-60 17:10:00
12401,DECATUR,1960,Hail,0.0,0.0,0.0,31.96,28-JUL-60 17:35:00
12405,NEWBERRY,1960,Hail,0.0,0.0,0.0,31.96,30-MAR-60 19:00:00
12407,DARLINGTON,1960,Hail,0.0,0.0,0.0,31.96,01-MAY-60 13:00:00
12408,DILLON,1960,Hail,0.0,0.0,0.0,31.96,01-MAY-60 14:00:00
12411,ORANGEBURG,1960,Hail,0.0,0.0,0.0,31.96,25-MAY-60 11:15:00
12412,SPARTANBURG,1960,Hail,0.0,0.0,0.0,31.96,25-MAY-60 14:00:00
11191,MERRICK,1960,Thunderstorm,0.0,0.0,0.0,31.96,11-JUL-60 21:41:00
12554,JEFFERSON,1960,Thunderstorm,0.0,0.0,0.0,31.96,24-MAY-60 15:30:00
12517,SUMNER,1960,Thunderstorm,0.0,0.0,0.0,31.96,23-JUL-60 12:30:00
12518,RHEA,1960,Thunderstorm,0.0,0.0,0.0,31.96,28-JUL-60 18:14:00
12520,SEVIER,1960,Thunderstorm,0.0,0.0,0.0,31.96,19-AUG-60 17:00:00
12521,CHEATHAM,1960,Thunderstorm,0.0,0.0,0.0,31.96,08-SEP-60 18:00:00
12522,MONROE,1960,Thunderstorm,0.0,0.0,0.0,31.96,10-SEP-60 15:20:00
12524,PERRY,1960,Thunderstorm,0.0,0.0,0.0,31.96,05-OCT-60 14:00:00
12529,GORDON,1960,Thunderstorm,0.0,0.0,0.0,31.96,02-JUL-60 14:00:00
12530,APPLING,1960,Thunderstorm,0.0,0.0,0.0,31.96,03-JUL-60 14:00:00
15247,COOK,1961,Tornado,10.0,115.0,25000000.0,36.87,04-MAR-61 17:04:00
15085,RANDOLPH,1961,Tornado,0.0,0.0,2500000.0,36.87,06-MAR-61 02:30:00
15098,WILL,1961,Tornado,0.0,4.0,2500000.0,36.87,23-APR-61 15:45:00
14547,OKMULGEE,1961,Tornado,0.0,1.0,2500000.0,36.87,17-FEB-61 20:30:00
14942,BROWARD,1961,Tornado,0.0,2.0,2500000.0,36.87,26-MAY-61 14:30:00
13811,DAWSON,1961,Tornado,0.0,1.0,2500000.0,36.87,29-JUN-61 17:15:00
14731,TAMA,1961,Tornado,10.0,6.0,2500000.0,36.87,23-APR-61 10:25:00
14389,GARVIN,1961,Tornado,0.0,1.0,2500000.0,36.87,17-FEB-61 18:15:00
13961,MARION,1961,Tornado,0.0,1.0,2500000.0,36.87,07-MAY-61 02:15:00
13959,MARION,1961,Tornado,30.0,9.0,2500000.0,36.87,07-MAY-61 01:00:00
13137,GILA,1961,Hail,0.0,0.0,0.0,36.87,23-AUG-61 08:00:00
14624,SCURRY,1961,Hail,0.0,0.0,0.0,36.87,18-MAY-61 16:15:00
14628,MOORE,1961,Hail,0.0,0.0,0.0,36.87,20-JUL-61 18:00:00
14638,PECOS,1961,Hail,0.0,0.0,0.0,36.87,16-MAY-61 17:00:00
14642,GRAY,1961,Hail,0.0,0.0,0.0,36.87,16-MAY-61 17:30:00
14659,LAKE,1961,Hail,0.0,0.0,0.0,36.87,23-APR-61 16:37:00
14660,ELKHART,1961,Hail,0.0,0.0,0.0,36.87,24-APR-61 15:40:00
14666,TRAVIS,1961,Hail,0.0,0.0,0.0,36.87,08-JUN-61 19:30:00
14672,HARTLEY,1961,Hail,0.0,0.0,0.0,36.87,24-JUN-61 18:00:00
14676,OSAGE,1961,Hail,0.0,0.0,0.0,36.87,02-JUN-61 17:40:00
13141,CHASE,1961,Thunderstorm,0.0,0.0,0.0,36.87,25-JUL-61 22:00:00
14582,MARION,1961,Thunderstorm,0.0,0.0,0.0,36.87,08-JUN-61 16:45:00
14558,CHRISTIAN,1961,Thunderstorm,0.0,0.0,0.0,36.87,18-MAR-61 04:00:00
14559,TODD,1961,Thunderstorm,0.0,0.0,0.0,36.87,21-APR-61 20:30:00
14560,DAVIESS,1961,Thunderstorm,0.0,0.0,0.0,36.87,23-APR-61 21:33:00
14562,MASON,1961,Thunderstorm,0.0,0.0,0.0,36.87,25-APR-61 16:00:00
14563,FAYETTE,1961,Thunderstorm,0.0,0.0,0.0,36.87,25-APR-61 20:00:00
14571,JEFFERSON,1961,Thunderstorm,0.0,0.0,0.0,36.87,25-APR-61 15:30:00
14577,VANDERBURGH,1961,Thunderstorm,0.0,0.0,0.0,36.87,07-MAY-61 18:00:00
14578,VANDERBURGH,1961,Thunderstorm,0.0,0.0,0.0,36.87,07-MAY-61 19:00:00
16333,PIERCE,1962,Tornado,0.0,0.0,2500000.0,33.26,21-MAY-62 19:30:00
16469,OKALOOSA,1962,Tornado,10.0,30.0,2500000.0,33.26,05-JAN-62 16:10:00
17486,HASKELL,1962,Tornado,0.0,0.0,2500000.0,33.26,28-MAY-62 17:20:00
16237,MADISON,1962,Tornado,0.0,6.0,2500000.0,33.26,21-MAY-62 19:25:00
15483,DAVISON,1962,Tornado,0.0,32.0,2500000.0,33.26,21-MAY-62 20:00:00
17024,CALLAHAN,1962,Tornado,0.0,1.0,2500000.0,33.26,01-JUN-62 15:00:00
15516,HASKELL,1962,Tornado,0.0,1.0,2500000.0,33.26,26-MAY-62 20:50:00
15482,GREGORY,1962,Tornado,0.0,2.0,2500000.0,33.26,21-MAY-62 20:00:00
16236,ANTELOPE,1962,Tornado,0.0,0.0,2500000.0,33.26,21-MAY-62 18:50:00
16672,WOOD,1962,Tornado,0.0,8.0,2500000.0,33.26,24-MAR-62 15:30:00
15399,MCCONE,1962,Hail,0.0,0.0,0.0,33.26,20-JUN-62 17:00:00
16976,RUSK,1962,Hail,0.0,0.0,0.0,33.26,11-APR-62 17:15:00
16926,STEPHENS,1962,Hail,0.0,0.0,0.0,33.26,11-APR-62 03:00:00
16928,nan,1962,Hail,0.0,0.0,0.0,33.26,11-APR-62 12:45:00
16932,RICHMOND,1962,Hail,0.0,0.0,0.0,33.26,28-MAY-62 14:30:00
16940,POLK,1962,Hail,0.0,0.0,0.0,33.26,23-JUN-62 20:45:00
16945,REEVES,1962,Hail,0.0,0.0,0.0,33.26,01-DEC-62 16:54:00
16951,CEDAR,1962,Hail,0.0,0.0,0.0,33.26,26-MAY-62 02:50:00
16953,SUMNER,1962,Hail,0.0,0.0,0.0,33.26,30-MAY-62 19:30:00
16957,MARION,1962,Hail,0.0,0.0,0.0,33.26,22-JUL-62 16:30:00
15383,ISABELLA,1962,Thunderstorm,0.0,0.0,0.0,33.26,08-AUG-62 12:35:00
17017,BEE,1962,Thunderstorm,0.0,0.0,0.0,33.26,01-JUN-62 08:00:00
16968,LUBBOCK,1962,Thunderstorm,0.0,0.0,0.0,33.26,15-SEP-62 17:00:00
16969,CHILDRESS,1962,Thunderstorm,0.0,0.0,0.0,33.26,16-SEP-62 21:00:00
16972,nan,1962,Thunderstorm,0.0,0.0,0.0,33.26,17-SEP-62 16:40:00
16974,BELL,1962,Thunderstorm,0.0,0.0,0.0,33.26,08-OCT-62 18:45:00
16975,LAMAR,1962,Thunderstorm,0.0,0.0,0.0,33.26,10-OCT-62 16:45:00
